Edad;Id_animal;Tipo;Raza;color;Fecha_de_nac;Fecha_y_Hora;Mes_y_ano;Nombre;Tipo_resultado;Adquisicion;Esterilizado
2 years;A663753;Dog;Chinese Sharpei/Bull Terrier;Black/White;2011-09-23T00:00:00;2014-07-24T14:24:00;2014-07-24T14:24:00;*Pearl;Foster;Adoption;Spayed Female
1 year;A683560;Other;Raccoon Mix;Gray/Black;2013-07-12T00:00:00;2014-07-12T09:13:00;2014-07-12T09:13:00;;Rabies Risk;Euthanasia;Unknown
1 year;A691862;Dog;Pit Bull Mix;White/Tan;2013-11-11T00:00:00;2014-11-11T18:51:00;2014-11-11T18:51:00;Rage;;Return to Owner;Neutered Male
7 months;A689253;Cat;Domestic Shorthair Mix;Black;2014-03-01T00:00:00;2014-10-04T14:07:00;2014-10-04T14:07:00;Spider Man;;Adoption;Neutered Male
2 months;A686416;Dog;Labrador Retriever/Great Dane;Black/White;2014-06-15T00:00:00;2014-08-30T17:16:00;2014-08-30T17:16:00;Lady;;Adoption;Spayed Female
5 years;A548156;Dog;Pit Bull Mix;Blue/White;2008-07-29T00:00:00;2014-02-13T13:14:00;2014-02-13T13:14:00;Tank;;Return to Owner;Neutered Male
3 years;A677035;Cat;Snowshoe Mix;Seal Point;2011-04-18T00:00:00;2014-04-23T13:28:00;2014-04-23T13:28:00;Echo;Partner;Transfer;Neutered Male
1 month;A671313;Dog;Chihuahua Shorthair Mix;Tan/Buff;2013-12-07T00:00:00;2014-01-25T11:37:00;2014-01-25T11:37:00;Starbucks;Partner;Transfer;Intact Male
2 months;A693358;Dog;German Shepherd Mix;Black/Tan;2014-10-03T00:00:00;2014-12-19T14:33:00;2014-12-19T14:33:00;;Partner;Transfer;Neutered Male
9 years;A487470;Dog;Labrador Retriever/Pit Bull;Black;2004-09-25T00:00:00;2014-01-20T18:40:00;2014-01-20T18:40:00;Midnight;Aggressive;Euthanasia;Neutered Male
5 months;A686737;Dog;Catahoula/Pit Bull;Brown/White;2014-04-19T00:00:00;2014-09-19T15:01:00;2014-09-19T15:01:00;Zeke;;Adoption;Neutered Male
3 weeks;A689094;Cat;Domestic Shorthair Mix;Orange Tabby;2014-09-07T00:00:00;2014-09-29T14:33:00;2014-09-29T14:33:00;;Partner;Transfer;Intact Male
2 years;A690443;Cat;Domestic Shorthair;Calico;2012-10-20T00:00:00;2014-11-25T14:10:00;2014-11-25T14:10:00;Cassie;Partner;Transfer;Spayed Female
2 months;A683716;Bird;Chicken;Brown/Yellow;2014-05-14T00:00:00;2014-07-16T13:03:00;2014-07-16T13:03:00;;Partner;Transfer;Intact Female
6 months;A692896;Dog;Chihuahua Shorthair Mix;Brown;2014-06-02T00:00:00;2014-12-07T11:32:00;2014-12-07T11:32:00;;Partner;Transfer;Neutered Male
8 years;A674110;Dog;Labrador Retriever Mix;Yellow;2006-03-07T00:00:00;2014-03-15T15:34:00;2014-03-15T15:34:00;Buddy;;Adoption;Neutered Male
3 months;A683138;Cat;Domestic Shorthair Mix;Brown Tabby/White;2014-03-23T00:00:00;2014-07-08T09:00:00;2014-07-08T09:00:00;;SCRP;Transfer;Intact Male
2 months;A668494;Cat;Himalayan Mix;Flame Point;2013-11-04T00:00:00;2014-01-23T11:03:00;2014-01-23T11:03:00;*Sophia;Foster;Adoption;Spayed Female
3 months;A677124;Cat;Domestic Longhair Mix;Calico;2014-02-26T00:00:00;2014-06-01T16:23:00;2014-06-01T16:23:00;Arya;;Adoption;Spayed Female
1 month;A684866;Cat;Domestic Shorthair Mix;White;2014-06-02T00:00:00;2014-08-02T18:57:00;2014-08-02T18:57:00;;;Adoption;Neutered Male
6 months;A674106;Dog;Carolina Dog;Brown/Tan;2013-08-23T00:00:00;2014-03-18T17:21:00;2014-03-18T17:21:00;*Molly;;Adoption;Spayed Female
10 years;A678651;Cat;Domestic Longhair Mix;Black;2004-05-11T00:00:00;2014-06-21T12:22:00;2014-06-21T12:22:00;*Meg;Suffering;Euthanasia;Spayed Female
2 weeks;A689227;Cat;Domestic Shorthair Mix;Orange Tabby;2014-09-13T00:00:00;2014-10-01T15:12:00;2014-10-01T15:12:00;;Partner;Transfer;Intact Female
2 months;A672281;Cat;Domestic Shorthair Mix;Brown Tabby/White;2014-01-23T00:00:00;2014-04-08T14:21:00;2014-04-08T14:21:00;;Foster;Adoption;Neutered Male
1 year;A693012;Dog;Pit Bull Mix;Black/White;2013-11-30T00:00:00;2014-12-05T17:12:00;2014-12-05T17:12:00;*Orlando;Partner;Transfer;Neutered Male
13 years;A666452;Dog;Chow Chow Mix;Red;2000-11-01T00:00:00;2013-11-01T17:39:00;2013-11-01T17:39:00;Tank;;Return to Owner;Intact Male
5 months;A691730;Other;Opossum Mix;Gray/White;2014-06-08T00:00:00;2014-11-08T15:26:00;2014-11-08T15:26:00;;Rabies Risk;Euthanasia;Unknown
4 weeks;A664799;Cat;Domestic Shorthair Mix;Brown Tabby/White;2013-09-09T00:00:00;2013-10-09T17:04:00;2013-10-09T17:04:00;;Partner;Transfer;Intact Female
8 years;A682169;Dog;Labrador Retriever Mix;Brown;2006-07-08T00:00:00;2014-07-08T17:21:00;2014-07-08T17:21:00;Jinx;;Return to Owner;Neutered Male
5 months;A661874;Dog;Miniature Schnauzer Mix;Black/White;2013-06-15T00:00:00;2013-11-17T12:53:00;2013-11-17T12:53:00;Max;Partner;Transfer;Neutered Male
6 years;A686167;Cat;Siamese Mix;Flame Point;2008-08-23T00:00:00;2014-08-23T14:19:00;2014-08-23T14:19:00;Phillis;;Return to Owner;Spayed Female
3 years;A670136;Dog;Miniature Poodle Mix;Gray;2011-01-02T00:00:00;2014-01-04T17:49:00;2014-01-04T17:49:00;Roxxy;;Adoption;Spayed Female
2 years;A677178;Dog;Chihuahua Shorthair Mix;Black/White;2012-04-21T00:00:00;2014-05-19T17:41:00;2014-05-19T17:41:00;*Daisy;;Adoption;Spayed Female
2 years;A675247;Other;Rex Mix;White/Brown;2012-03-25T00:00:00;2014-03-25T17:29:00;2014-03-25T17:29:00;;Partner;Transfer;Intact Male
2 years;A687314;Dog;Chihuahua Shorthair Mix;Black/Tan;2012-09-03T00:00:00;2014-09-07T19:24:00;2014-09-07T19:24:00;Lily;;Adoption;Spayed Female
3 years;A668505;Cat;Domestic Shorthair Mix;Black/White;2010-12-04T00:00:00;2014-01-01T15:34:00;2014-01-01T15:34:00;*Wilson;;Adoption;Neutered Male
2 years;A670351;Dog;Miniature Poodle;Black/Silver;2012-01-06T00:00:00;2014-01-10T17:37:00;2014-01-10T17:37:00;Piet;;Adoption;Neutered Male
2 years;A672392;Cat;Domestic Shorthair Mix;Blue Tabby/White;2012-02-09T00:00:00;2014-02-16T11:59:00;2014-02-16T11:59:00;*Bubba;Partner;Transfer;Neutered Male
2 months;A683349;Cat;Domestic Shorthair Mix;Brown Tabby;2014-06-18T00:00:00;2014-08-21T11:22:00;2014-08-21T11:22:00;*Luke;Foster;Adoption;Neutered Male
1 year;A680141;Cat;Domestic Shorthair Mix;Brown Tabby/White;2013-05-30T00:00:00;2014-05-30T08:00:00;2014-05-30T08:00:00;;SCRP;Transfer;Intact Male
3 years;A683065;Dog;Lhasa Apso Mix;Cream;2011-07-06T00:00:00;2014-07-08T17:40:00;2014-07-08T17:40:00;Dakota;;Return to Owner;Neutered Male
4 months;A664267;Dog;Pit Bull Mix;White/Black;2013-05-17T00:00:00;2013-10-08T12:10:00;2013-10-08T12:10:00;*Asti;;Return to Owner;Intact Female
1 year;A692840;Dog;Labrador Retriever Mix;Black/White;2013-11-26T00:00:00;2014-12-23T18:30:00;2014-12-23T18:30:00;Duke;;Adoption;Neutered Male
5 months;A669042;Cat;Domestic Shorthair Mix;Orange Tabby;2013-07-13T00:00:00;2013-12-18T16:15:00;2013-12-18T16:15:00;*Piglet;Partner;Transfer;Intact Male
3 years;A687407;Cat;Domestic Shorthair Mix;Orange Tabby;2011-03-09T00:00:00;2014-09-09T17:40:00;2014-09-09T17:40:00;Monkey;;Adoption;Neutered Male
5 years;A678926;Dog;Miniature Poodle Mix;Apricot;2009-03-26T00:00:00;2014-05-16T17:37:00;2014-05-16T17:37:00;Bombon;;Return to Owner;Neutered Male
2 months;A674423;Dog;Pointer/American Pit Bull Terrier;White;2014-01-12T00:00:00;2014-03-17T19:05:00;2014-03-17T19:05:00;;Partner;Transfer;Neutered Male
1 year;A689781;Other;Raccoon Mix;Gray/Black;2013-10-09T00:00:00;2014-10-10T08:29:00;2014-10-10T08:29:00;;Rabies Risk;Euthanasia;Unknown
1 year;A650312;Dog;Labrador Retriever Mix;Black/White;2012-10-26T00:00:00;2013-12-15T16:19:00;2013-12-15T16:19:00;Midnight;;Adoption;Neutered Male
2 weeks;A690745;Cat;Domestic Shorthair Mix;Brown Tabby;2014-10-10T00:00:00;2014-10-25T13:22:00;2014-10-25T13:22:00;;Partner;Transfer;Intact Male
3 years;A690110;Dog;American Bulldog Mix;Tan/White;2011-10-14T00:00:00;2014-11-29T12:40:00;2014-11-29T12:40:00;*Bubba Gump;Partner;Transfer;Neutered Male
2 months;A667580;Cat;Domestic Shorthair Mix;Black/White;2013-10-20T00:00:00;2013-12-31T15:26:00;2013-12-31T15:26:00;*Amy;Partner;Transfer;Intact Female
2 years;A684722;Dog;Rottweiler Mix;Black/Tan;2012-07-27T00:00:00;2014-08-05T17:59:00;2014-08-05T17:59:00;Elvis;;Return to Owner;Neutered Male
7 months;A672483;Dog;Pit Bull Mix;Tan/White;2013-07-11T00:00:00;2014-02-18T16:22:00;2014-02-18T16:22:00;Bones;;Adoption;Neutered Male
2 years;A664497;Dog;Rat Terrier/Australian Cattle Dog;Tricolor;2011-10-04T00:00:00;2013-10-15T15:04:00;2013-10-15T15:04:00;;Partner;Transfer;Intact Female
2 months;A679752;Cat;Domestic Medium Hair Mix;White/Brown Tabby;2014-04-23T00:00:00;2014-07-12T20:26:00;2014-07-12T20:26:00;*Patches;Foster;Adoption;Neutered Male
3 years;A677194;Dog;Border Collie Mix;White/Black;2011-04-21T00:00:00;2014-04-27T13:43:00;2014-04-27T13:43:00;;;Adoption;Spayed Female
7 months;A672002;Dog;Dachshund Mix;Black/Tan;2013-07-02T00:00:00;2014-02-07T14:19:00;2014-02-07T14:19:00;;Partner;Transfer;Spayed Female
1 year;A655903;Dog;Boxer Mix;Tricolor;2012-08-07T00:00:00;2014-07-16T19:23:00;2014-07-16T19:23:00;Booskie;;Return to Owner;Neutered Male
8 years;A466858;Cat;Siamese Mix;Lynx Point;2006-04-03T00:00:00;2014-10-25T18:40:00;2014-10-25T18:40:00;Snowball;Suffering;Euthanasia;Spayed Female
1 year;A684766;Dog;Dachshund/Australian Cattle Dog;White/Brown;2013-07-28T00:00:00;2014-07-30T17:00:00;2014-07-30T17:00:00;Shorty;;Adoption;Neutered Male
4 months;A665307;Cat;Domestic Shorthair Mix;Brown Tabby/White;2013-06-16T00:00:00;2013-10-27T14:45:00;2013-10-27T14:45:00;*Johnny;Partner;Transfer;Neutered Male
3 weeks;A684835;Cat;Domestic Shorthair Mix;Brown Tabby;2014-07-07T00:00:00;2014-07-29T17:06:00;2014-07-29T17:06:00;;Partner;Transfer;Intact Female
2 months;A678212;Cat;Domestic Shorthair Mix;Black;2014-05-05T00:00:00;2014-07-12T11:50:00;2014-07-12T11:50:00;*Midnight;;Adoption;Neutered Male
2 months;A682057;Dog;Labrador Retriever/Cocker Spaniel;Gold/White;2014-04-23T00:00:00;2014-06-27T16:38:00;2014-06-27T16:38:00;Rory;;Adoption;Spayed Female
2 months;A678666;Cat;Domestic Shorthair Mix;Blue;2014-05-05T00:00:00;2014-07-12T20:23:00;2014-07-12T20:23:00;;Foster;Adoption;Neutered Male
1 year;A666594;Bird;Parakeet Mix;Green;2012-11-04T00:00:00;2013-11-10T16:36:00;2013-11-10T16:36:00;;Partner;Transfer;Intact Male
8 years;A686884;Dog;Miniature Schnauzer Mix;White;2006-08-28T00:00:00;2014-09-07T13:27:00;2014-09-07T13:27:00;Abby;;Return to Owner;Spayed Female
3 months;A679568;Dog;Pit Bull Mix;Tan;2014-02-23T00:00:00;2014-05-28T18:36:00;2014-05-28T18:36:00;;;Adoption;Neutered Male
1 year;A685224;Dog;Labrador Retriever/Boxer;Black;2013-08-04T00:00:00;2014-08-16T14:55:00;2014-08-16T14:55:00;*Stewie;;Adoption;Neutered Male
3 years;A683290;Cat;Domestic Medium Hair;Brown Tabby;2011-07-09T00:00:00;2014-07-12T09:00:00;2014-07-12T09:00:00;;SCRP;Transfer;Intact Female
10 years;A667995;Dog;Border Collie/German Shepherd;Black/Brown;2003-11-26T00:00:00;2013-12-20T17:32:00;2013-12-20T17:32:00;*Caleb;Partner;Transfer;Neutered Male
2 years;A671339;Dog;Pointer/Catahoula;White/Yellow Brindle;2012-01-22T00:00:00;2014-01-30T17:21:00;2014-01-30T17:21:00;;;Adoption;Spayed Female
5 months;A655042;Cat;Domestic Shorthair Mix;Orange Tabby;2013-04-28T00:00:00;2013-10-12T18:42:00;2013-10-12T18:42:00;*Chartreuse;;Adoption;Neutered Male
1 year;A686057;Other;Bat Mix;Brown;2013-08-15T00:00:00;2014-09-17T17:27:00;2014-09-17T17:27:00;;;Disposal;Unknown
2 weeks;A676710;Cat;Domestic Shorthair Mix;Black;2014-03-30T00:00:00;2014-04-14T13:20:00;2014-04-14T13:20:00;;Partner;Transfer;Intact Male
3 years;A681195;Dog;Labrador Retriever Mix;Black;2011-06-13T00:00:00;2014-06-14T11:14:00;2014-06-14T11:14:00;Lucky;;Return to Owner;Intact Male
10 years;A682813;Dog;Basset Hound Mix;Black/Brown;2004-01-03T00:00:00;2014-07-04T10:32:00;2014-07-04T10:32:00;Peanut;;Adoption;Spayed Female
4 months;A690359;Dog;Labrador Retriever Mix;Tan/White;2014-06-19T00:00:00;2014-10-23T17:14:00;2014-10-23T17:14:00;;;Adoption;Neutered Male
14 years;A681148;Cat;Domestic Longhair Mix;White;2000-06-13T00:00:00;2014-06-13T11:59:00;2014-06-13T11:59:00;Angel;Suffering;Euthanasia;Neutered Male
4 months;A665357;Dog;Redbone Hound/Labrador Retriever;Red/White;2013-06-16T00:00:00;2013-10-20T17:51:00;2013-10-20T17:51:00;The Admiral;;Adoption;Spayed Female
3 years;A682964;Dog;Chihuahua Shorthair Mix;White/Tan;2011-07-05T00:00:00;2014-07-16T18:35:00;2014-07-16T18:35:00;Baby;;Adoption;Spayed Female
3 months;A679133;Dog;Pit Bull Mix;Brown Brindle/White;2014-01-16T00:00:00;2014-05-16T19:32:00;2014-05-16T19:32:00;;Partner;Transfer;Intact Female
3 years;A673088;Dog;Maltese;White;2011-02-28T00:00:00;2014-03-16T16:13:00;2014-03-16T16:13:00;Cotton;Offsite;Adoption;Neutered Male
2 months;A667408;Cat;Domestic Shorthair Mix;Black/White;2013-10-02T00:00:00;2013-12-15T15:04:00;2013-12-15T15:04:00;Jack;;Adoption;Neutered Male
2 weeks;A675802;Cat;Domestic Shorthair Mix;White/Brown;2014-03-17T00:00:00;2014-04-01T12:41:00;2014-04-01T12:41:00;;Partner;Transfer;Unknown
3 years;A680733;Dog;German Shepherd/Australian Cattle Dog;Black/Brown;2011-06-06T00:00:00;2014-06-29T12:55:00;2014-06-29T12:55:00;*Aster;;Adoption;Spayed Female
2 months;A688135;Cat;Domestic Shorthair Mix;Torbie;2014-07-15T00:00:00;2014-09-20T17:31:00;2014-09-20T17:31:00;;;Adoption;Spayed Female
3 years;A678931;Dog;Irish Wolfhound Mix;Black;2011-05-14T00:00:00;2014-05-20T18:37:00;2014-05-20T18:37:00;Sherlock;;Adoption;Neutered Male
5 years;A681011;Dog;Boston Terrier Mix;Brown Brindle/White;2009-06-11T00:00:00;2014-08-05T12:13:00;2014-08-05T12:13:00;Ada;;Return to Owner;Spayed Female
3 years;A668278;Other;Raccoon;Black/Gray;2010-12-01T00:00:00;2013-12-01T13:45:00;2013-12-01T13:45:00;;Medical;Euthanasia;Intact Male
5 months;A674749;Other;Raccoon Mix;Brown;2013-09-17T00:00:00;2014-03-18T08:41:00;2014-03-18T08:41:00;;;Disposal;Unknown
1 year;A674701;Dog;Beagle/Jack Russell Terrier;White/Black;2013-03-17T00:00:00;2014-03-18T18:06:00;2014-03-18T18:06:00;Mala;;Return to Owner;Spayed Female
2 months;A672561;Cat;Russian Blue Mix;Blue;2013-11-20T00:00:00;2014-02-16T12:22:00;2014-02-16T12:22:00;Storm;;Adoption;Intact Male
2 months;A682200;Cat;Domestic Medium Hair Mix;Black;2014-04-18T00:00:00;2014-06-27T13:17:00;2014-06-27T13:17:00;*Peter;Partner;Transfer;Intact Male
3 weeks;A683464;Dog;Labrador Retriever Mix;White;2014-06-28T00:00:00;2014-07-21T18:10:00;2014-07-21T18:10:00;;Partner;Transfer;Intact Male
3 weeks;A687814;Cat;Domestic Shorthair Mix;Calico;2014-08-19T00:00:00;2014-09-10T14:02:00;2014-09-10T14:02:00;;Partner;Transfer;Intact Female
5 years;A582082;Dog;Dachshund/Manchester Terrier;Black/Tricolor;2009-02-21T00:00:00;2014-04-22T15:27:00;2014-04-22T15:27:00;Oliver;;Return to Owner;Neutered Male
2 months;A661832;Cat;Domestic Shorthair Mix;Black Smoke;2013-08-18T00:00:00;2013-11-16T17:38:00;2013-11-16T17:38:00;Chloe;;Adoption;Spayed Female
1 year;A680074;Dog;Chihuahua Shorthair Mix;Tan/White;2013-05-29T00:00:00;2014-06-03T17:58:00;2014-06-03T17:58:00;Valentina;;Adoption;Spayed Female
9 months;A664695;Dog;American Foxhound Mix;Brown/White;2013-04-22T00:00:00;2014-02-16T14:26:00;2014-02-16T14:26:00;Jake;Partner;Transfer;Neutered Male
1 year;A669539;Dog;Labrador Retriever Mix;Black;2012-12-22T00:00:00;2013-12-26T18:05:00;2013-12-26T18:05:00;Bootsy;;Return to Owner;Neutered Male
12 years;A686683;Dog;German Shepherd Mix;White;2002-08-25T00:00:00;2014-08-25T15:09:00;2014-08-25T15:09:00;Ira;Suffering;Euthanasia;Intact Male
2 weeks;A681040;Cat;Domestic Shorthair Mix;Blue/White;2014-05-27T00:00:00;2014-06-11T17:11:00;2014-06-11T17:11:00;;Partner;Transfer;Unknown
2 months;A677660;Cat;Domestic Shorthair Mix;Calico;2014-03-29T00:00:00;2014-06-01T17:31:00;2014-06-01T17:31:00;Claire;Foster;Adoption;Spayed Female
7 years;A664723;Cat;Domestic Shorthair Mix;Calico;2006-10-08T00:00:00;2013-10-08T12:47:00;2013-10-08T12:47:00;;Suffering;Euthanasia;Intact Female
16 years;A256412;Dog;Labrador Retriever Mix;Yellow;1997-03-11T00:00:00;2013-10-06T14:26:00;2013-10-06T14:26:00;Beau;;Return to Owner;Intact Male
4 years;A688505;Dog;Australian Kelpie Mix;Brown Brindle/White;2010-09-20T00:00:00;2014-09-20T17:31:00;2014-09-20T17:31:00;Daisy;;Return to Owner;Spayed Female
10 months;A691169;Cat;Domestic Longhair Mix;Brown Tabby/White;2013-12-30T00:00:00;2014-10-31T09:00:00;2014-10-31T09:00:00;;SCRP;Transfer;Intact Female
2 months;A687613;Dog;Chihuahua Shorthair/German Shepherd;Brown/Black;2014-07-07T00:00:00;2014-09-09T18:09:00;2014-09-09T18:09:00;;;Adoption;Neutered Male
1 year;A683250;Cat;Domestic Shorthair Mix;Orange Tabby;2013-07-08T00:00:00;2014-07-24T12:49:00;2014-07-24T12:49:00;X;Partner;Transfer;Neutered Male
4 years;A683634;Cat;Domestic Shorthair Mix;Cream Tabby;2010-07-13T00:00:00;2014-07-14T14:36:00;2014-07-14T14:36:00;;Suffering;Euthanasia;Intact Male
5 months;A686286;Cat;Domestic Shorthair Mix;Black;2014-03-19T00:00:00;2014-08-30T13:46:00;2014-08-30T13:46:00;*Jynx;;Adoption;Spayed Female
5 years;A679122;Dog;Chow Chow/American Eskimo;White/Cream;2009-05-16T00:00:00;2014-07-08T14:48:00;2014-07-08T14:48:00;*Elton;;Adoption;Neutered Male
3 years;A664599;Dog;Miniature Poodle Mix;White;2010-10-05T00:00:00;2013-10-07T17:12:00;2013-10-07T17:12:00;Muffin;;Return to Owner;Spayed Female
2 years;A670273;Dog;Labrador Retriever/Chesa Bay Retr;Brown/White;2011-11-01T00:00:00;2014-02-16T19:33:00;2014-02-16T19:33:00;*Annie;Offsite;Adoption;Spayed Female
3 years;A661559;Cat;Domestic Shorthair Mix;Brown Tabby/White;2010-08-21T00:00:00;2013-12-11T12:50:00;2013-12-11T12:50:00;George;Partner;Transfer;Neutered Male
5 months;A666928;Dog;Miniature Schnauzer/Miniature Poodle;White;2013-06-09T00:00:00;2013-11-09T15:34:00;2013-11-09T15:34:00;Oscar;Partner;Transfer;Intact Male
2 years;A675002;Dog;Pit Bull Mix;Blue/White;2012-03-21T00:00:00;2014-03-25T17:33:00;2014-03-25T17:33:00;*Jess;;Adoption;Spayed Female
3 weeks;A678585;Cat;Domestic Shorthair Mix;Blue;2014-04-18T00:00:00;2014-05-10T17:44:00;2014-05-10T17:44:00;;Partner;Transfer;Intact Female
4 months;A675073;Dog;Chihuahua Shorthair Mix;Tan/White;2013-11-22T00:00:00;2014-04-03T15:08:00;2014-04-03T15:08:00;Johnny Bravo;;Adoption;Intact Male
4 weeks;A681265;Cat;Domestic Longhair Mix;Black;2014-05-14T00:00:00;2014-06-14T12:49:00;2014-06-14T12:49:00;;Partner;Transfer;Intact Male
4 days;A682736;Cat;Domestic Shorthair Mix;Blue Tabby;2014-06-28T00:00:00;2014-07-02T14:14:00;2014-07-02T14:14:00;;Partner;Transfer;Intact Female
1 year;A693142;Dog;Podengo Pequeno Mix;White/Brown;2013-12-02T00:00:00;2014-12-07T12:33:00;2014-12-07T12:33:00;;;Adoption;Neutered Male
4 days;A677293;Cat;Domestic Shorthair Mix;Orange Tabby;2014-04-19T00:00:00;2014-04-23T11:17:00;2014-04-23T11:17:00;;Partner;Transfer;Intact Male
2 months;A687930;Cat;Domestic Shorthair;Tortie;2014-07-26T00:00:00;2014-09-26T11:20:00;2014-09-26T11:20:00;Rose;;Adoption;Spayed Female
10 months;A689383;Dog;Miniature Poodle Mix;Apricot;2013-12-03T00:00:00;2014-10-07T18:10:00;2014-10-07T18:10:00;Gilly;;Adoption;Spayed Female
3 months;A660950;Cat;Domestic Shorthair Mix;Brown Tabby/White;2013-07-16T00:00:00;2013-11-01T17:54:00;2013-11-01T17:54:00;*Lil Sister;;Adoption;Spayed Female
3 months;A688282;Dog;Rhod Ridgeback/Labrador Retriever;Red/Black;2014-07-17T00:00:00;2014-11-11T13:57:00;2014-11-11T13:57:00;Maryjane;Partner;Transfer;Spayed Female
1 week;A681765;Cat;Domestic Shorthair Mix;Black/White;2014-06-13T00:00:00;2014-06-20T11:19:00;2014-06-20T11:19:00;;Partner;Transfer;Unknown
2 months;A688481;Dog;Chihuahua Shorthair Mix;Black;2014-07-19T00:00:00;2014-09-23T17:31:00;2014-09-23T17:31:00;;;Adoption;Neutered Male
2 months;A690876;Cat;Domestic Shorthair Mix;Cream Tabby/White;2014-08-27T00:00:00;2014-11-17T12:37:00;2014-11-17T12:37:00;;;Adoption;Neutered Male
2 years;A689226;Dog;Pit Bull Mix;Brown Brindle/White;2012-09-30T00:00:00;2014-10-01T16:58:00;2014-10-01T16:58:00;Bentley;;Return to Owner;Intact Male
3 years;A682687;Dog;Pug;Fawn/Black;2011-07-01T00:00:00;2014-07-05T17:30:00;2014-07-05T17:30:00;;Partner;Transfer;Neutered Male
1 year;A689636;Dog;Border Collie/Australian Shepherd;White/Tricolor;2013-04-07T00:00:00;2014-10-12T17:48:00;2014-10-12T17:48:00;Bentley;;Adoption;Neutered Male
3 months;A661695;Cat;Domestic Shorthair Mix;Black Tabby;2013-07-16T00:00:00;2013-10-20T12:25:00;2013-10-20T12:25:00;;Partner;Transfer;Neutered Male
1 year;A675677;Other;Bat Mix;Black/Brown;2013-03-31T00:00:00;2014-03-31T13:28:00;2014-03-31T13:28:00;;Rabies Risk;Euthanasia;Unknown
2 years;A692109;Dog;German Shepherd Mix;Tricolor;2012-11-14T00:00:00;2014-11-18T18:04:00;2014-11-18T18:04:00;Ada;;Adoption;Spayed Female
6 months;A677243;Other;Bat Mix;Brown;2013-10-21T00:00:00;2014-04-22T08:16:00;2014-04-22T08:16:00;;Rabies Risk;Euthanasia;Unknown
11 months;A647854;Dog;Chihuahua Shorthair Mix;Tan;2013-01-04T00:00:00;2013-12-23T12:00:00;2013-12-23T12:00:00;Kona;;Adoption;Neutered Male
1 year;A674121;Other;Fox Mix;Brown/White;2013-03-07T00:00:00;2014-03-07T15:49:00;2014-03-07T15:49:00;;Rabies Risk;Euthanasia;Unknown
2 months;A664750;Cat;Domestic Shorthair Mix;Blue;2013-08-26T00:00:00;2013-11-06T08:54:00;2013-11-06T08:54:00;*Harmony;Offsite;Adoption;Spayed Female
2 months;A693174;Cat;Domestic Shorthair Mix;Torbie/White;2014-09-18T00:00:00;2014-12-13T17:28:00;2014-12-13T17:28:00;*Sally;;Adoption;Intact Female
1 year;A679538;Cat;Domestic Shorthair Mix;Blue;2013-05-22T00:00:00;2014-05-23T19:15:00;2014-05-23T19:15:00;;SCRP;Transfer;Unknown
4 months;A665080;Dog;Border Collie Mix;Black/White;2013-06-13T00:00:00;2013-10-17T16:35:00;2013-10-17T16:35:00;;Partner;Transfer;Neutered Male
5 years;A674473;Dog;American Pit Bull Terrier/American Bulldog;Red/White;2009-03-15T00:00:00;2014-03-15T12:06:00;2014-03-15T12:06:00;Renji;;Return to Owner;Intact Male
8 years;A527215;Dog;Labrador Retriever;Black;2005-11-13T00:00:00;2014-02-28T15:16:00;2014-02-28T15:16:00;Hero;;Return to Owner;Neutered Male
3 years;A687174;Dog;Australian Shepherd Mix;Black/Brown;2011-09-04T00:00:00;2014-09-09T16:16:00;2014-09-09T16:16:00;*Beau;Suffering;Euthanasia;Neutered Male
1 year;A670827;Dog;Chihuahua Shorthair/Jack Russell Terrier;Chocolate/White;2012-07-14T00:00:00;2014-02-19T13:02:00;2014-02-19T13:02:00;Osita;Foster;Adoption;Spayed Female
7 years;A668103;Dog;Pit Bull/Australian Cattle Dog;Red Tick/Tan;2006-11-27T00:00:00;2014-06-19T13:19:00;2014-06-19T13:19:00;Sparky;;Return to Owner;Neutered Male
3 years;A676067;Dog;Chihuahua Shorthair Mix;Tan/White;2011-04-04T00:00:00;2014-04-05T07:57:00;2014-04-05T07:57:00;;In Kennel;Died;Intact Female
